exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
py_list_min,0,15,0,0,15,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_min_max,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_process_elements,0,13,0,0,13,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_rotate,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_rotate_left_twice,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_rotate_right,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_rotate_right_twice,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_list_swap_adjacent_elements,0,13,0,0,13,0.0000,0.0000,0.0000,0.0000,0.0000
py_loan2,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
py_nested_if_max_of_three,0,12,0,0,12,0.0000,0.0000,0.0000,0.0000,0.0000
py_nested_if_min_max,0,12,0,0,12,0.0000,0.0000,0.0000,0.0000,0.0000
py_nested_if_temperature,0,13,0,0,13,0.0000,0.0000,0.0000,0.0000,0.0000
py_nested_if_temperature2,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_phone_age,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_phone_age2,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
py_point2,0,15,0,0,15,0.0000,0.0000,0.0000,0.0000,0.0000
py_print_medals,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_print_medals_row_column_total,0,17,0,0,17,0.0000,0.0000,0.0000,0.0000,0.0000
py_pythagorean_theorem,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_pythagorean_theorem2,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_range1_2,0,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000
py_range2_2,0,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000
py_range3_2,0,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000
py_range_one,0,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000
py_range_three,0,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000
py_range_two,0,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000
py_rent_car,0,17,0,0,17,0.0000,0.0000,0.0000,0.0000,0.0000
py_rent_car2,0,19,0,0,19,0.0000,0.0000,0.0000,0.0000,0.0000
py_rent_car3,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
py_repeated_sequence,0,13,0,0,13,0.0000,0.0000,0.0000,0.0000,0.0000
py_repeated_sequence2,0,13,0,0,13,0.0000,0.0000,0.0000,0.0000,0.0000
py_reverse_number,0,15,0,0,15,0.0000,0.0000,0.0000,0.0000,0.0000
py_score_dict2,0,23,0,0,23,0.0000,0.0000,0.0000,0.0000,0.0000
py_search_list,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_search_list_count_each,0,21,0,0,21,0.0000,0.0000,0.0000,0.0000,0.0000
py_search_list_total_count,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_soda_survey,0,17,0,0,17,0.0000,0.0000,0.0000,0.0000,0.0000
py_soda_survey_soda_avg,0,17,0,0,17,0.0000,0.0000,0.0000,0.0000,0.0000
py_soda_survey_soda_respondent_avg,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
py_squares,0,9,0,0,9,0.0000,0.0000,0.0000,0.0000,0.0000
py_star_patterns,0,13,0,0,13,0.0000,0.0000,0.0000,0.0000,0.0000
py_stars_2,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_str_count,0,22,0,0,22,0.0000,0.0000,0.0000,0.0000,0.0000
py_str_count2,0,24,0,0,24,0.0000,0.0000,0.0000,0.0000,0.0000
py_str_repeat2,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_str_repeat_chars,0,12,0,0,12,0.0000,0.0000,0.0000,0.0000,0.0000
py_student_score,0,20,0,0,20,0.0000,0.0000,0.0000,0.0000,0.0000
py_sum_digits,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_temperature,0,23,0,0,23,0.0000,0.0000,0.0000,0.0000,0.0000
py_temperature_list_days_above_threshold,0,22,0,0,22,0.0000,0.0000,0.0000,0.0000,0.0000
py_three_boolean,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_three_boolean2,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
py_three_boolean3,0,16,0,0,16,0.0000,0.0000,0.0000,0.0000,0.0000
py_time_conversion,0,12,0,0,12,0.0000,0.0000,0.0000,0.0000,0.0000
py_tv2,0,24,0,0,24,0.0000,0.0000,0.0000,0.0000,0.0000
py_vending_machine,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_vending_machine2,0,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000
py_win_percentage,0,17,0,0,17,0.0000,0.0000,0.0000,0.0000,0.0000
py_win_percentage_input,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
py_win_percentage_won_equal,0,19,0,0,19,0.0000,0.0000,0.0000,0.0000,0.0000
py_work_hours,0,25,0,0,25,0.0000,0.0000,0.0000,0.0000,0.0000
py_work_hours2,0,26,0,0,26,0.0000,0.0000,0.0000,0.0000,0.0000
py_write_squares_odd,0,9,0,0,9,0.0000,0.0000,0.0000,0.0000,0.0000
py_write_squares_range,0,9,0,0,9,0.0000,0.0000,0.0000,0.0000,0.0000
q_py_topic_dictionary:q_py_dict_access1,7,9,7,0,2,1.0000,0.7778,0.8750,0.7778,0.0000
q_py_topic_dictionary:q_py_dict_access2,12,13,12,0,1,1.0000,0.9231,0.9600,0.9231,0.0000
q_py_topic_exceptions:q_py_exception_assertion,14,16,14,0,2,1.0000,0.8750,0.9333,0.8750,0.0000
q_py_topic_exceptions:q_py_exceptions_addarr,17,18,17,0,1,1.0000,0.9444,0.9714,0.9444,0.0000
q_py_topic_exceptions:q_py_list_except1,15,14,14,1,0,0.9333,1.0000,0.9655,0.9333,0.0000
q_py_topic_exceptions:q_py_value_except1,11,12,11,0,1,1.0000,0.9167,0.9565,0.9167,0.0000
q_py_topic_file_processing:q_py_file1,9,10,8,1,2,0.8889,0.8000,0.8421,0.7273,0.0000
q_py_topic_functions:q_py_fun_car1,11,12,11,0,1,1.0000,0.9167,0.9565,0.9167,0.0000
q_py_topic_functions:q_py_fun_car2,16,15,15,1,0,0.9375,1.0000,0.9677,0.9375,0.0000
q_py_topic_if_statement:q_py_if_elif1,13,13,12,1,1,0.9231,0.9231,0.9231,0.8571,0.0000
q_py_topic_if_statement:q_py_nested_if1,12,11,10,2,1,0.8333,0.9091,0.8696,0.7692,0.0000
q_py_topic_if_statement:q_py_nested_if_elif1,12,13,11,1,2,0.9167,0.8462,0.8800,0.7857,0.0000
q_py_topic_if_statement:q_py_nested_if_elif2,18,17,14,4,3,0.7778,0.8235,0.8000,0.6667,0.0000
q_py_topic_lists:q_py_add_two_lists1,14,14,14,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
q_py_topic_lists:q_py_list_access1,7,8,7,0,1,1.0000,0.8750,0.9333,0.8750,0.0000
q_py_topic_lists:q_py_list_access2,13,13,12,1,1,0.9231,0.9231,0.9231,0.8571,0.0000
q_py_topic_lists:q_py_list_append1,13,14,13,0,1,1.0000,0.9286,0.9630,0.9286,0.0000
q_py_topic_lists:q_py_list_remove1,7,9,6,1,3,0.8571,0.6667,0.7500,0.6000,0.0000
q_py_topic_logical_operators:q_py_account_logic1,12,12,11,1,1,0.9167,0.9167,0.9167,0.8462,0.0000
q_py_topic_logical_operators:q_py_comparison_logic1,10,10,9,1,1,0.9000,0.9000,0.9000,0.8182,0.0000
q_py_topic_loops:q_py_for_loop1,11,10,10,1,0,0.9091,1.0000,0.9524,0.9091,0.0000
q_py_topic_loops:q_py_nested_while1,12,11,11,1,0,0.9167,1.0000,0.9565,0.9167,0.0000
q_py_topic_loops:q_py_while_loop1,11,11,10,1,1,0.9091,0.9091,0.9091,0.8333,0.0000
q_py_topic_loops:q_py_while_loop2,11,11,11,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
q_py_topic_output_formatting:q_py_output1,6,7,6,0,1,1.0000,0.8571,0.9231,0.8571,0.0000
q_py_topic_output_formatting:q_py_output2,6,7,6,0,1,1.0000,0.8571,0.9231,0.8571,0.0000
q_py_topic_output_formatting:q_py_output3,14,13,13,1,0,0.9286,1.0000,0.9630,0.9286,0.0000
q_py_topic_output_formatting:q_py_output4,8,8,7,1,1,0.8750,0.8750,0.8750,0.7778,0.0000
q_py_topic_references:q_py_int_ref1,10,10,10,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
q_py_topic_references:q_py_list_int_ref1,12,11,11,1,0,0.9167,1.0000,0.9565,0.9167,0.0000
q_py_topic_references:q_py_list_str_ref1,10,11,9,1,2,0.9000,0.8182,0.8571,0.7500,0.0000
q_py_topic_references:q_py_str_ref1,9,9,9,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
q_py_topic_strings:q_py_concat_strings1,10,14,10,0,4,1.0000,0.7143,0.8333,0.7143,0.0000
q_py_topic_strings:q_py_substring1,10,10,9,1,1,0.9000,0.9000,0.9000,0.8182,0.0000
