exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
py_search_list,8,10,6,2,4,0.7500,0.6000,0.6667,0.5000,0.0000
py_search_list_count_each,14,16,6,8,10,0.4286,0.3750,0.4000,0.2500,0.0000
py_search_list_total_count,9,13,6,3,7,0.6667,0.4615,0.5455,0.3750,0.0000
py_soda_survey,18,15,9,9,6,0.5000,0.6000,0.5455,0.3750,0.0000
py_soda_survey_soda_avg,17,16,10,7,6,0.5882,0.6250,0.6061,0.4348,0.0000
py_soda_survey_soda_respondent_avg,16,18,11,5,7,0.6875,0.6111,0.6471,0.4783,0.0000
py_squares,4,4,3,1,1,0.7500,0.7500,0.7500,0.6000,0.0000
py_star_patterns,9,11,6,3,5,0.6667,0.5455,0.6000,0.4286,0.0000
py_stars_2,10,13,7,3,6,0.7000,0.5385,0.6087,0.4375,0.0000
py_str_count,13,19,9,4,10,0.6923,0.4737,0.5625,0.3913,0.0000
py_str_count2,15,18,10,5,8,0.6667,0.5556,0.6061,0.4348,0.0000
py_str_repeat2,12,15,9,3,6,0.7500,0.6000,0.6667,0.5000,0.0000
py_str_repeat_chars,9,13,6,3,7,0.6667,0.4615,0.5455,0.3750,0.0000
py_student_score,18,20,13,5,7,0.7222,0.6500,0.6842,0.5200,0.0000
py_sum_digits,8,10,6,2,4,0.7500,0.6000,0.6667,0.5000,0.0000
py_temperature,16,16,13,3,3,0.8125,0.8125,0.8125,0.6842,0.0000
py_temperature_list_days_above_threshold,18,18,14,4,4,0.7778,0.7778,0.7778,0.6364,0.0000
py_three_boolean,7,8,5,2,3,0.7143,0.6250,0.6667,0.5000,0.0000
py_three_boolean2,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
py_three_boolean3,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
py_time_conversion,7,7,4,3,3,0.5714,0.5714,0.5714,0.4000,0.0000
py_tv2,10,16,5,5,11,0.5000,0.3125,0.3846,0.2381,0.0000
py_vending_machine,9,10,6,3,4,0.6667,0.6000,0.6316,0.4615,0.0000
py_vending_machine2,9,10,6,3,4,0.6667,0.6000,0.6316,0.4615,0.0000
py_win_percentage,9,8,6,3,2,0.6667,0.7500,0.7059,0.5455,0.0000
py_win_percentage_input,9,8,6,3,2,0.6667,0.7500,0.7059,0.5455,0.0000
py_win_percentage_won_equal,10,10,7,3,3,0.7000,0.7000,0.7000,0.5385,0.0000
py_work_hours,21,23,15,6,8,0.7143,0.6522,0.6818,0.5172,0.0000
py_work_hours2,22,23,16,6,7,0.7273,0.6957,0.7111,0.5517,0.0000
py_write_squares_odd,4,4,3,1,1,0.7500,0.7500,0.7500,0.6000,0.0000
py_write_squares_range,4,5,3,1,2,0.7500,0.6000,0.6667,0.5000,0.0000
q_py_topic_dictionary:q_py_dict_access1,4,6,3,1,3,0.7500,0.5000,0.6000,0.4286,0.0000
q_py_topic_dictionary:q_py_dict_access2,9,11,5,4,6,0.5556,0.4545,0.5000,0.3333,0.0000
q_py_topic_exceptions:q_py_exception_assertion,10,12,7,3,5,0.7000,0.5833,0.6364,0.4667,0.0000
q_py_topic_exceptions:q_py_exceptions_addarr,9,13,6,3,7,0.6667,0.4615,0.5455,0.3750,0.0000
q_py_topic_exceptions:q_py_list_except1,11,11,7,4,4,0.6364,0.6364,0.6364,0.4667,0.0000
q_py_topic_exceptions:q_py_value_except1,5,10,4,1,6,0.8000,0.4000,0.5333,0.3636,0.0000
q_py_topic_file_processing:q_py_file1,2,6,1,1,5,0.5000,0.1667,0.2500,0.1429,0.0000
q_py_topic_functions:q_py_fun_car1,7,8,4,3,4,0.5714,0.5000,0.5333,0.3636,0.0000
q_py_topic_functions:q_py_fun_car2,8,10,4,4,6,0.5000,0.4000,0.4444,0.2857,0.0000
q_py_topic_if_statement:q_py_if_elif1,7,6,4,3,2,0.5714,0.6667,0.6154,0.4444,0.0000
q_py_topic_if_statement:q_py_nested_if1,4,6,3,1,3,0.7500,0.5000,0.6000,0.4286,0.0000
q_py_topic_if_statement:q_py_nested_if_elif1,7,7,5,2,2,0.7143,0.7143,0.7143,0.5556,0.0000
q_py_topic_if_statement:q_py_nested_if_elif2,9,7,5,4,2,0.5556,0.7143,0.6250,0.4545,0.0000
q_py_topic_lists:q_py_add_two_lists1,12,12,9,3,3,0.7500,0.7500,0.7500,0.6000,0.0000
q_py_topic_lists:q_py_list_access1,4,5,2,2,3,0.5000,0.4000,0.4444,0.2857,0.0000
q_py_topic_lists:q_py_list_access2,11,11,6,5,5,0.5455,0.5455,0.5455,0.3750,0.0000
q_py_topic_lists:q_py_list_append1,7,9,6,1,3,0.8571,0.6667,0.7500,0.6000,0.0000
q_py_topic_lists:q_py_list_remove1,5,5,2,3,3,0.4000,0.4000,0.4000,0.2500,0.0000
q_py_topic_logical_operators:q_py_account_logic1,3,5,1,2,4,0.3333,0.2000,0.2500,0.1429,0.0000
q_py_topic_logical_operators:q_py_comparison_logic1,4,4,2,2,2,0.5000,0.5000,0.5000,0.3333,0.0000
q_py_topic_loops:q_py_for_loop1,5,5,3,2,2,0.6000,0.6000,0.6000,0.4286,0.0000
q_py_topic_loops:q_py_nested_while1,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
q_py_topic_loops:q_py_while_loop1,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
q_py_topic_loops:q_py_while_loop2,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
q_py_topic_output_formatting:q_py_output1,3,4,2,1,2,0.6667,0.5000,0.5714,0.4000,0.0000
q_py_topic_output_formatting:q_py_output2,3,4,2,1,2,0.6667,0.5000,0.5714,0.4000,0.0000
q_py_topic_output_formatting:q_py_output3,5,7,3,2,4,0.6000,0.4286,0.5000,0.3333,0.0000
q_py_topic_output_formatting:q_py_output4,4,4,2,2,2,0.5000,0.5000,0.5000,0.3333,0.0000
q_py_topic_references:q_py_int_ref1,6,7,2,4,5,0.3333,0.2857,0.3077,0.1818,0.0000
q_py_topic_references:q_py_list_int_ref1,7,9,2,5,7,0.2857,0.2222,0.2500,0.1429,0.0000
q_py_topic_references:q_py_list_str_ref1,7,8,3,4,5,0.4286,0.3750,0.4000,0.2500,0.0000
q_py_topic_references:q_py_str_ref1,4,7,3,1,4,0.7500,0.4286,0.5455,0.3750,0.0000
q_py_topic_strings:q_py_concat_strings1,6,10,4,2,6,0.6667,0.4000,0.5000,0.3333,0.0000
q_py_topic_strings:q_py_substring1,7,5,2,5,3,0.2857,0.4000,0.3333,0.2000,0.0000
q_py_topic_two_dimensional_array:q_py_2d_arrays1,7,5,4,3,1,0.5714,0.8000,0.6667,0.5000,0.0000
q_py_topic_two_dimensional_array:q_py_2d_arrays2,15,11,6,9,5,0.4000,0.5455,0.4615,0.3000,0.0000
q_py_topic_two_dimensional_array:q_py_2d_arrays3,12,11,4,8,7,0.3333,0.3636,0.3478,0.2105,0.0000
q_py_topic_two_dimensional_array:q_py_2d_arrays4,14,13,9,5,4,0.6429,0.6923,0.6667,0.5000,0.0000
q_py_topic_variables:q_py_arithmetic1,4,5,2,2,3,0.5000,0.4000,0.4444,0.2857,0.0000
q_py_topic_variables:q_py_arithmetic2,4,4,3,1,1,0.7500,0.7500,0.7500,0.6000,0.0000
q_py_topic_variables:q_py_exchange1,3,3,1,2,2,0.3333,0.3333,0.3333,0.2000,0.0000
q_py_topic_variables:q_py_exchange2,6,5,3,3,2,0.5000,0.6000,0.5455,0.3750,0.0000
q_py_topic_variables:q_py_swap1,5,5,1,4,4,0.2000,0.2000,0.2000,0.1111,0.0000
q_topic_classes_objects:q_py_inheritance_animal1,9,11,3,6,8,0.3333,0.2727,0.3000,0.1765,0.0000
q_topic_classes_objects:q_py_obj_account1,13,16,8,5,8,0.6154,0.5000,0.5517,0.3810,0.0000
q_topic_classes_objects:q_py_obj_bus1,12,14,7,5,7,0.5833,0.5000,0.5385,0.3684,0.0000
q_topic_classes_objects:q_py_obj_car1,11,12,5,6,7,0.4545,0.4167,0.4348,0.2778,0.0000
q_topic_classes_objects:q_py_obj_car2,13,13,7,6,6,0.5385,0.5385,0.5385,0.3684,0.0000
q_topic_classes_objects:q_py_obj_point1,9,13,5,4,8,0.5556,0.3846,0.4545,0.2941,0.0000
q_topic_classes_objects:q_py_obj_student1,25,22,15,10,7,0.6000,0.6818,0.6383,0.4688,0.0000
